threshold,n_flagged,pct_flagged,mean_edge_flagged,mean_loss_delta_flagged
0.03,463,80.80279232111693,0.14682366376226144,0.0727064328715983
0.05,399,69.63350785340315,0.16423884616170636,0.08493506652942101
0.07,333,58.1151832460733,0.185039649204332,0.1017855627222905
