season,n,mean_residual,sd_residual,pct_off_003,pct_off_005,pct_off_007,mean_abs_edge
2018,267,0.05385942498989979,0.4924309526010825,1,1,1,0.12564382041809866
2019,267,-0.017301623699238967,0.5005136614145451,1,1,1,0.14499817964116393
2020,269,-0.03975961069504798,0.5009285059065206,1,1,1,0.15186050629226758
2021,285,-0.022111400951357888,0.5006296998457846,1,1,1,0.14546707610978257
2022,284,0.025479407054572287,0.49684216564251493,1,1,1,0.1234284505313541
2023,285,0.027011406066185815,0.4966405549990654,1,1,1,0.11663619111147774
2024,285,0.009467546417063212,0.49862672791176277,1,1,1,0.1269919832760913
