game_id,season,week,home_win,prob_book,p_model_oof,book_id,edge,side,off_flag_003,off_flag_005,off_flag_007,abs_edge,loss_book,loss_model,loss_delta
2023_02_LAC_TEN,2023,2,1,0.5379008746355685,0.47473204135894775,market_proxy,-0.0631688332766207,-1,1,1,0,0.0631688332766207,0.6200809836853581,0.7450047575798455,-0.12492377389448739
2023_02_NYG_ARI,2023,2,0,0.5379008746355685,0.311728298664093,market_proxy,-0.22617257597147544,-1,1,1,1,0.22617257597147544,0.7719758538486045,0.37357160427466946,0.398404249573935
2023_02_SF_LA,2023,2,0,0.5379008746355685,0.2732306122779846,market_proxy,-0.26467026235758384,-1,1,1,1,0.26467026235758384,0.7719758538486045,0.31914606260690953,0.4528297912416949
2023_02_NYJ_DAL,2023,2,1,0.5379008746355685,0.688441812992096,market_proxy,0.1505409383565275,1,1,1,1,0.1505409383565275,0.6200809836853581,0.37332447710509603,0.2467565065802621
2023_02_WAS_DEN,2023,2,0,0.5379008746355685,0.5996031761169434,market_proxy,0.0617023014813749,1,1,1,0,0.0617023014813749,0.7719758538486045,0.9152991639325313,-0.14332331008392685
2023_02_MIA_NE,2023,2,0,0.5379008746355685,0.4517307877540589,market_proxy,-0.08617008688150957,-1,1,1,1,0.08617008688150957,0.7719758538486045,0.6009888494418721,0.1709870044067323
2023_02_NO_CAR,2023,2,0,0.5379008746355685,0.4149967432022095,market_proxy,-0.12290413143335899,-1,1,1,1,0.12290413143335899,0.7719758538486045,0.536137864590067,0.2358379892585375
2023_02_CLE_PIT,2023,2,1,0.5379008746355685,0.4356129467487335,market_proxy,-0.10228792788683494,-1,1,1,1,0.10228792788683494,0.6200809836853581,0.8310011667196172,-0.21092018303425908
2023_03_NYG_SF,2023,3,1,0.5379008746355685,0.8038138747215271,market_proxy,0.26591300008595864,1,1,1,1,0.26591300008595864,0.6200809836853581,0.21838753570580238,0.40169344797955575
2023_03_IND_BAL,2023,3,0,0.5379008746355685,0.7518053650856018,market_proxy,0.21390449045003335,1,1,1,1,0.21390449045003335,0.7719758538486045,1.3935420224227038,-0.6215661685740993
2023_03_TEN_CLE,2023,3,1,0.5379008746355685,0.48665350675582886,market_proxy,-0.0512473678797396,-1,1,1,0,0.0512473678797396,0.6200809836853581,0.7202028942261571,-0.100121910540799
2023_03_ATL_DET,2023,3,1,0.5379008746355685,0.4690030813217163,market_proxy,-0.06889779331385215,-1,1,1,0,0.06889779331385215,0.6200809836853581,0.7571459405751024,-0.1370649568897443
2023_03_NO_GB,2023,3,1,0.5379008746355685,0.46855416893959045,market_proxy,-0.069346705695978,-1,1,1,0,0.069346705695978,0.6200809836853581,0.758103561917813,-0.1380225782324549
2023_03_HOU_JAX,2023,3,0,0.5379008746355685,0.7554801106452942,market_proxy,0.21757923600972573,1,1,1,1,0.21757923600972573,0.7719758538486045,1.408458626321691,-0.6364827724730865
2023_03_DEN_MIA,2023,3,1,0.5379008746355685,0.7046905159950256,market_proxy,0.16678964135945717,1,1,1,1,0.16678964135945717,0.6200809836853581,0.3499965569559487,0.2700844267294094
2023_03_LAC_MIN,2023,3,0,0.5379008746355685,0.46970677375793457,market_proxy,-0.06819410087763389,-1,1,1,0,0.06819410087763389,0.7719758538486045,0.6343251683657302,0.1376506854828743
2023_03_NE_NYJ,2023,3,0,0.5379008746355685,0.4149967432022095,market_proxy,-0.12290413143335899,-1,1,1,1,0.12290413143335899,0.7719758538486045,0.536137864590067,0.2358379892585375
2023_03_BUF_WAS,2023,3,0,0.5379008746355685,0.2415192872285843,market_proxy,-0.29638158740698417,-1,1,1,1,0.29638158740698417,0.7719758538486045,0.27643790863627576,0.4955379452123287
2023_03_CAR_SEA,2023,3,1,0.5379008746355685,0.6223676204681396,market_proxy,0.08446674583257119,1,1,1,1,0.08446674583257119,0.6200809836853581,0.4742243311406747,0.14585665254468344
2023_03_DAL_ARI,2023,3,1,0.5379008746355685,0.21523825824260712,market_proxy,-0.32266261639296134,-1,1,1,1,0.32266261639296134,0.6200809836853581,1.5360096865577226,-0.9159287028723645
2023_03_CHI_KC,2023,3,1,0.5379008746355685,0.8350483775138855,market_proxy,0.29714750287831704,1,1,1,1,0.29714750287831704,0.6200809836853581,0.18026561866719515,0.439815365018163
2023_03_PIT_LV,2023,3,0,0.5379008746355685,0.4877552390098572,market_proxy,-0.05014563562571128,-1,1,1,0,0.05014563562571128,0.7719758538486045,0.6689527193626852,0.10302313448591927
2023_03_PHI_TB,2023,3,0,0.5379008746355685,0.3130553364753723,market_proxy,-0.22484553816019615,-1,1,1,1,0.22484553816019615,0.7719758538486045,0.3755015380030383,0.39647431584556614
2023_03_LA_CIN,2023,3,1,0.5379008746355685,0.49552565813064575,market_proxy,-0.04237521650492271,-1,1,0,0,0.04237521650492271,0.6200809836853581,0.7021361442507419,-0.08205516056538376
2023_04_DET_GB,2023,4,0,0.5379008746355685,0.505113422870636,market_proxy,-0.032787451764932474,-1,1,0,0,0.032787451764932474,0.7719758538486045,0.7034266797817617,0.0685491740668428
2023_04_ATL_JAX,2023,4,1,0.5379008746355685,0.49838969111442566,market_proxy,-0.0395111835211428,-1,1,0,0,0.0395111835211428,0.6200809836853581,0.6963729956826298,-0.07629201199727165
2023_04_MIA_BUF,2023,4,1,0.5379008746355685,0.4316535294055938,market_proxy,-0.10624734522997464,-1,1,1,1,0.10624734522997464,0.6200809836853581,0.8401320277891615,-0.22005104410380338
2023_04_MIN_CAR,2023,4,0,0.5379008746355685,0.26472902297973633,market_proxy,-0.27317185165583213,-1,1,1,1,0.27317185165583213,0.7719758538486045,0.3075161714956323,0.46445968235297214
2023_04_DEN_CHI,2023,4,0,0.5379008746355685,0.4430493712425232,market_proxy,-0.09485150339304527,-1,1,1,1,0.09485150339304527,0.7719758538486045,0.5852786807617312,0.18669717308687328
2023_04_BAL_CLE,2023,4,0,0.5379008746355685,0.476846307516098,market_proxy,-0.06105456711947044,-1,1,1,0,0.06105456711947044,0.7719758538486045,0.6478799910056572,0.12409586284294727
2023_04_PIT_HOU,2023,4,1,0.5379008746355685,0.44095519185066223,market_proxy,-0.09694568278490623,-1,1,1,1,0.09694568278490623,0.6200809836853581,0.8188120144783193,-0.19873103079296117
2023_04_LA_IND,2023,4,0,0.5379008746355685,0.48319536447525024,market_proxy,-0.054705510160318216,-1,1,1,0,0.054705510160318216,0.7719758538486045,0.6600903568853388,0.11188549696326566
2023_04_TB_NO,2023,4,0,0.5379008746355685,0.5928141474723816,market_proxy,0.05491327283681313,1,1,1,0,0.05491327283681313,0.7719758538486045,0.8984855576509131,-0.12650970380230864
2023_04_WAS_PHI,2023,4,1,0.5379008746355685,0.8396886587142944,market_proxy,0.301787784078726,1,1,1,1,0.301787784078726,0.6200809836853581,0.17472410023813098,0.4453568834472271
2023_04_CIN_TEN,2023,4,1,0.5379008746355685,0.4613579213619232,market_proxy,-0.07654295327364524,-1,1,1,1,0.07654295327364524,0.6200809836853581,0.7735811351430729,-0.15350015145771478
2023_04_LV_LAC,2023,4,1,0.5379008746355685,0.721807599067688,market_proxy,0.18390672443211953,1,1,1,1,0.18390672443211953,0.6200809836853581,0.3259966588880415,0.2940843247973166
2023_04_NE_DAL,2023,4,1,0.5379008746355685,0.6849824786186218,market_proxy,0.14708160398305337,1,1,1,1,0.14708160398305337,0.6200809836853581,0.3783620197059975,0.24171896397936066
2023_04_ARI_SF,2023,4,1,0.5379008746355685,0.7953925728797913,market_proxy,0.2574916982442228,1,1,1,1,0.2574916982442228,0.6200809836853581,0.22891948384355393,0.3911614998418042
2023_04_KC_NYJ,2023,4,0,0.5379008746355685,0.3671402037143707,market_proxy,-0.17076067092119773,-1,1,1,1,0.17076067092119773,0.7719758538486045,0.4575063722306693,0.31446948161793514
2023_04_SEA_NYG,2023,4,0,0.5379008746355685,0.3649321794509888,market_proxy,-0.17296869518457963,-1,1,1,1,0.17296869518457963,0.7719758538486045,0.45402348177839713,0.3179523720702073
2023_05_CHI_WAS,2023,5,0,0.5379008746355685,0.7069877982139587,market_proxy,0.16908692357839028,1,1,1,1,0.16908692357839028,0.7719758538486045,1.2275410265112106,-0.4555651726626061
2023_05_JAX_BUF,2023,5,0,0.5379008746355685,0.5287290215492249,market_proxy,-0.009171853086343607,-1,0,0,0,0.009171853086343607,0.7719758538486045,0.7523220246043318,0.019653829244272614
2023_05_HOU_ATL,2023,5,1,0.5379008746355685,0.483601838350296,market_proxy,-0.05429903628527244,-1,1,1,0,0.05429903628527244,0.6200809836853581,0.7264933588626701,-0.10641237517731195
2023_05_CAR_DET,2023,5,1,0.5379008746355685,0.8272183537483215,market_proxy,0.2893174791127531,1,1,1,1,0.2893174791127531,0.6200809836853581,0.18968658767392269,0.4303943960114355
2023_05_TEN_IND,2023,5,1,0.5379008746355685,0.4198615849018097,market_proxy,-0.11803928973375877,-1,1,1,1,0.11803928973375877,0.6200809836853581,0.86783018177907,-0.24774919809371188
2023_05_NYG_MIA,2023,5,1,0.5379008746355685,0.8543465733528137,market_proxy,0.31644569871724526,1,1,1,1,0.31644569871724526,0.6200809836853581,0.1574183439195491,0.462662639765809
2023_05_NO_NE,2023,5,0,0.5379008746355685,0.5202217698097229,market_proxy,-0.01767910482584556,-1,0,0,0,0.01767910482584556,0.7719758538486045,0.7344313022814514,0.037544551567153084
2023_05_BAL_PIT,2023,5,1,0.5379008746355685,0.3109886646270752,market_proxy,-0.22691221000849326,-1,1,1,1,0.22691221000849326,0.6200809836853581,1.1679988156116055,-0.5479178319262473
2023_05_CIN_ARI,2023,5,0,0.5379008746355685,0.4092327952384949,market_proxy,-0.1286680793970736,-1,1,1,1,0.1286680793970736,0.7719758538486045,0.5263332397479971,0.2456426141006074
2023_05_PHI_LA,2023,5,0,0.5379008746355685,0.4483359754085541,market_proxy,-0.08956489922701438,-1,1,1,1,0.08956489922701438,0.7719758538486045,0.5948160691107709,0.17715978473783356
2023_05_NYJ_DEN,2023,5,0,0.5379008746355685,0.5316469073295593,market_proxy,-0.006253967306009134,-1,0,0,0,0.006253967306009134,0.7719758538486045,0.7585327960170162,0.013443057831588279
2023_05_KC_MIN,2023,5,0,0.5379008746355685,0.43552911281585693,market_proxy,-0.10237176181971153,-1,1,1,1,0.10237176181971153,0.7719758538486045,0.571866469469651,0.20010938437895343
2023_05_DAL_SF,2023,5,1,0.5379008746355685,0.4413868486881256,market_proxy,-0.09651402594744285,-1,1,1,1,0.09651402594744285,0.6200809836853581,0.8178335801477135,-0.19775259646235532
2023_05_GB_LV,2023,5,1,0.5379008746355685,0.42921242117881775,market_proxy,-0.10868845345675071,-1,1,1,1,0.10868845345675071,0.6200809836853581,0.8458033283395618,-0.2257223446542037
2023_06_DEN_KC,2023,6,1,0.5379008746355685,0.8350483775138855,market_proxy,0.29714750287831704,1,1,1,1,0.29714750287831704,0.6200809836853581,0.18026561866719515,0.439815365018163
2023_06_BAL_TEN,2023,6,0,0.5379008746355685,0.2845189869403839,market_proxy,-0.25338188769518455,-1,1,1,1,0.25338188769518455,0.7719758538486045,0.33480021694204354,0.4371756369065609
2023_06_WAS_ATL,2023,6,0,0.5379008746355685,0.5071576833724976,market_proxy,-0.0307431912630709,-1,1,0,0,0.0307431912630709,0.7719758538486045,0.7075660006695911,0.06440985317901338
2023_06_MIN_CHI,2023,6,0,0.5379008746355685,0.3935255706310272,market_proxy,-0.14437530400454124,-1,1,1,1,0.14437530400454124,0.7719758538486045,0.5000927124613195,0.271883141387285
2023_06_SEA_CIN,2023,6,1,0.5379008746355685,0.5402590036392212,market_proxy,0.0023581290036527314,1,0,0,0,0.0023581290036527314,0.6200809836853581,0.615706618043645,0.004374365641713118
2023_06_SF_CLE,2023,6,1,0.5379008746355685,0.2509553134441376,market_proxy,-0.2869455611914309,-1,1,1,1,0.2869455611914309,0.6200809836853581,1.3824803897874038,-0.7623994061020457
2023_06_NO_HOU,2023,6,1,0.5379008746355685,0.4044817984104157,market_proxy,-0.13341907622515276,-1,1,1,1,0.13341907622515276,0.6200809836853581,0.9051485412453011,-0.28506755755994295
2023_06_IND_JAX,2023,6,1,0.5379008746355685,0.565383791923523,market_proxy,0.02748291728795449,1,0,0,0,0.02748291728795449,0.6200809836853581,0.5702505006996482,0.04983048298570991
2023_06_CAR_MIA,2023,6,1,0.5379008746355685,0.8396886587142944,market_proxy,0.301787784078726,1,1,1,1,0.301787784078726,0.6200809836853581,0.17472410023813098,0.4453568834472271
2023_06_NE_LV,2023,6,1,0.5379008746355685,0.5215159058570862,market_proxy,-0.01638496877848228,-1,0,0,0,0.01638496877848228,0.6200809836853581,0.651015504801089,-0.030934521115730917
2023_06_ARI_LA,2023,6,1,0.5379008746355685,0.7369073033332825,market_proxy,0.199006428697714,1,1,1,1,0.199006428697714,0.6200809836853581,0.3052931703704109,0.3147878133149472
2023_06_PHI_NYJ,2023,6,1,0.5379008746355685,0.2860712707042694,market_proxy,-0.25182960393129905,-1,1,1,1,0.25182960393129905,0.6200809836853581,1.2515143009403389,-0.6314333172549808
2023_06_DET_TB,2023,6,0,0.5379008746355685,0.5045122504234314,market_proxy,-0.033388624212137064,-1,1,0,0,0.033388624212137064,0.7719758538486045,0.7022126488747981,0.06976320497380639
2023_06_NYG_BUF,2023,6,1,0.5379008746355685,0.8173400163650513,market_proxy,0.2794391417294828,1,1,1,1,0.2794391417294828,0.6200809836853581,0.20170009399822822,0.41838088968712994
2023_06_DAL_LAC,2023,6,0,0.5379008746355685,0.4891785681247711,market_proxy,-0.04872230651079734,-1,1,0,0,0.04872230651079734,0.7719758538486045,0.6717351982348181,0.10024065561378637
2023_07_JAX_NO,2023,7,0,0.5379008746355685,0.5181342363357544,market_proxy,-0.019766638299814066,-1,0,0,0,0.019766638299814066,0.7719758538486045,0.7300897023413768,0.04188615150722763
2023_07_DET_BAL,2023,7,1,0.5379008746355685,0.5652003884315491,market_proxy,0.027299513795980612,1,0,0,0,0.027299513795980612,0.6200809836853581,0.5705749409258064,0.04950604275955173
2023_07_LV_CHI,2023,7,1,0.5379008746355685,0.4149967432022095,market_proxy,-0.12290413143335899,-1,1,1,1,0.12290413143335899,0.6200809836853581,0.8794846064877515,-0.2594036228023934
2023_07_CLE_IND,2023,7,0,0.5379008746355685,0.4613579213619232,market_proxy,-0.07654295327364524,-1,1,1,1,0.07654295327364524,0.7719758538486045,0.6187039757036998,0.15327187814490462
2023_07_BUF_NE,2023,7,1,0.5379008746355685,0.24731861054897308,market_proxy,-0.2905822640865954,-1,1,1,1,0.2905822640865954,0.6200809836853581,1.397077852336933,-0.7769968686515748
2023_07_WAS_NYG,2023,7,1,0.5379008746355685,0.4199114441871643,market_proxy,-0.11798943044840415,-1,1,1,1,0.11798943044840415,0.6200809836853581,0.8677114371095317,-0.24763045342417356
2023_07_ATL_TB,2023,7,0,0.5379008746355685,0.5396876931190491,market_proxy,0.0017868184834806122,1,0,0,0,0.0017868184834806122,0.7719758538486045,0.7758500918642824,-0.0038742380156779888
2023_07_PIT_LA,2023,7,0,0.5379008746355685,0.47028231620788574,market_proxy,-0.06761855842768272,-1,1,1,0,0.06761855842768272,0.7719758538486045,0.6354110864464981,0.13656476740210632
2023_07_ARI_SEA,2023,7,1,0.5379008746355685,0.8465158343315125,market_proxy,0.308614959695944,1,1,1,1,0.308614959695944,0.6200809836853581,0.16662637193532792,0.4534546117500302
2023_07_GB_DEN,2023,7,1,0.5379008746355685,0.42247629165649414,market_proxy,-0.11542458297907432,-1,1,1,1,0.11542458297907432,0.6200809836853581,0.8616219481818806,-0.24154096449652251
2023_07_LAC_KC,2023,7,1,0.5379008746355685,0.5390437245368958,market_proxy,0.001142849901327292,1,0,0,0,0.001142849901327292,0.6200809836853581,0.6179585897735301,0.002122393911828002
2023_07_MIA_PHI,2023,7,1,0.5379008746355685,0.4634067118167877,market_proxy,-0.07449416281878074,-1,1,1,1,0.07449416281878074,0.6200809836853581,0.7691501832372455,-0.14906919955188735
2023_07_SF_MIN,2023,7,1,0.5379008746355685,0.2313232421875,market_proxy,-0.30657763244806846,-1,1,1,1,0.30657763244806846,0.6200809836853581,1.4639392297627623,-0.8438582460774041
2023_08_TB_BUF,2023,8,1,0.5379008746355685,0.8344718813896179,market_proxy,0.29657100675404946,1,1,1,1,0.29657100675404946,0.6200809836853581,0.18095623160717747,0.4391247520781807
2023_08_HOU_CAR,2023,8,1,0.5379008746355685,0.3865256905555725,market_proxy,-0.15137518407999595,-1,1,1,1,0.15137518407999595,0.6200809836853581,0.9505569434209268,-0.33047595973556865
2023_08_LA_DAL,2023,8,1,0.5379008746355685,0.6934789419174194,market_proxy,0.15557806728185097,1,1,1,1,0.15557806728185097,0.6200809836853581,0.3660344046235027,0.25404657906185546
2023_08_MIN_GB,2023,8,0,0.5379008746355685,0.48805883526802063,market_proxy,-0.04984203936754783,-1,1,0,0,0.04984203936754783,0.7719758538486045,0.6695455731784445,0.10243028067015991
2023_08_NO_IND,2023,8,0,0.5379008746355685,0.4641732573509216,market_proxy,-0.07372761728464688,-1,1,1,1,0.07372761728464688,0.7719758538486045,0.6239444114914195,0.1480314423571849
2023_08_NE_MIA,2023,8,1,0.5379008746355685,0.7329527735710144,market_proxy,0.19505189893544594,1,1,1,1,0.19505189893544594,0.6200809836853581,0.3106740081329014,0.3094069755524567
2023_08_NYJ_NYG,2023,8,0,0.5379008746355685,0.5061088800430298,market_proxy,-0.031791994592538675,-1,1,0,0,0.031791994592538675,0.7719758538486045,0.7054401910323586,0.0665356628162459
2023_08_JAX_PIT,2023,8,0,0.5379008746355685,0.5229437351226807,market_proxy,-0.014957139512887796,-1,0,0,0,0.014957139512887796,0.7719758538486045,0.7401208393323739,0.03185501451623052
2023_08_ATL_TEN,2023,8,1,0.5379008746355685,0.4795112907886505,market_proxy,-0.05838958384691795,-1,1,1,0,0.05838958384691795,0.6200809836853581,0.7349878379313856,-0.11490685424602742
2023_08_PHI_WAS,2023,8,0,0.5379008746355685,0.23868116736412048,market_proxy,-0.299219707271448,-1,1,1,1,0.299219707271448,0.7719758538486045,0.2727030435059777,0.49927281034262677
2023_08_CLE_SEA,2023,8,1,0.5379008746355685,0.628211259841919,market_proxy,0.09031038520635049,1,1,1,1,0.09031038520635049,0.6200809836853581,0.4648787680619118,0.15520221562344633
2023_08_BAL_ARI,2023,8,0,0.5379008746355685,0.20913231372833252,market_proxy,-0.32876856090723594,-1,1,1,1,0.32876856090723594,0.7719758538486045,0.2346245991991729,0.5373512546494316
2023_08_KC_DEN,2023,8,1,0.5379008746355685,0.35942497849464417,market_proxy,-0.1784758961409243,-1,1,1,1,0.1784758961409243,0.6200809836853581,1.0232498065061482,-0.40316882282079003
2023_08_CIN_SF,2023,8,0,0.5379008746355685,0.6404816508293152,market_proxy,0.10258077619374673,1,1,1,1,0.10258077619374673,0.7719758538486045,1.0229900623149926,-0.2510142084663881
2023_08_CHI_LAC,2023,8,1,0.5379008746355685,0.7995398044586182,market_proxy,0.2616389298230497,1,1,1,1,0.2616389298230497,0.6200809836853581,0.22371896125749033,0.3963620224278678
2023_08_LV_DET,2023,8,1,0.5379008746355685,0.6980534791946411,market_proxy,0.16015260455907265,1,1,1,1,0.16015260455907265,0.6200809836853581,0.35945956139738955,0.2606214222879686
2023_09_TEN_PIT,2023,9,1,0.5379008746355685,0.5305997729301453,market_proxy,-0.007301101705423196,-1,0,0,0,0.007301101705423196,0.6200809836853581,0.6337472652278067,-0.013666281542448533
2023_09_MIA_KC,2023,9,1,0.5379008746355685,0.5417019128799438,market_proxy,0.0038010382443753876,1,0,0,0,0.0038010382443753876,0.6200809836853581,0.6130394050711611,0.007041578614197075
2023_09_MIN_ATL,2023,9,0,0.5379008746355685,0.4905067980289459,market_proxy,-0.04739407660662254,-1,1,0,0,0.04739407660662254,0.7719758538486045,0.6743387689578224,0.09763708489078204
2023_09_SEA_BAL,2023,9,1,0.5379008746355685,0.7011760473251343,market_proxy,0.16327517268956582,1,1,1,1,0.16327517268956582,0.6200809836853581,0.3549962860662346,0.2650846976191235
2023_09_ARI_CLE,2023,9,1,0.5379008746355685,0.8303923010826111,market_proxy,0.2924914264470426,1,1,1,1,0.2924914264470426,0.6200809836853581,0.18585703794946126,0.43422394573589684
2023_09_LA_GB,2023,9,1,0.5379008746355685,0.5501628518104553,market_proxy,0.012261977174886862,1,0,0,0,0.012261977174886862,0.6200809836853581,0.5975409503820294,0.022540033303328766
2023_09_TB_HOU,2023,9,1,0.5379008746355685,0.47466787695884705,market_proxy,-0.06323299767672141,-1,1,1,0,0.06323299767672141,0.6200809836853581,0.7451399259087245,-0.12505894222336633
2023_09_WAS_NE,2023,9,0,0.5379008746355685,0.5424680709838867,market_proxy,0.004567196348318259,1,0,0,0,0.004567196348318259,0.7719758538486045,0.78190860650262894,-0.00993275265402449
2023_09_CHI_NO,2023,9,1,0.5379008746355685,0.7866708636283875,market_proxy,0.248769988992819,1,1,1,1,0.248769988992819,0.6200809836853581,0.2399453345239912,0.38013564916136694
2023_09_IND_CAR,2023,9,0,0.5379008746355685,0.498861163854599,market_proxy,-0.03903971078096946,-1,1,0,0,0.03903971078096946,0.7719758538486045,0.6908720982326956,0.08110375561590888
2023_09_NYG_LV,2023,9,1,0.5379008746355685,0.5566050410270691,market_proxy,0.018704166391500632,1,0,0,0,0.018704166391500632,0.6200809836853581,0.5858993731094602,0.03418161057589797
2023_09_DAL_PHI,2023,9,1,0.5379008746355685,0.5431188344955444,market_proxy,0.0052179598599759736,1,0,0,0,0.0052179598599759736,0.6200809836853581,0.6104271349338517,0.009653848751506433
2023_09_BUF_CIN,2023,9,1,0.5379008746355685,0.48641782999038696,market_proxy,-0.0514830446451815,-1,1,1,0,0.0514830446451815,0.6200809836853581,0.7206872919494284,-0.10060630826407024
2023_09_LAC_NYJ,2023,9,0,0.5379008746355685,0.4597911536693573,market_proxy,-0.07810972096621116,-1,1,1,1,0.07810972096621116,0.7719758538486045,0.6157994617291206,0.15617639211948386
2023_10_CAR_CHI,2023,10,1,0.5379008746355685,0.5501628518104553,market_proxy,0.012261977174886862,1,0,0,0,0.012261977174886862,0.6200809836853581,0.5975409503820294,0.022540033303328766
2023_10_IND_NE,2023,10,0,0.5379008746355685,0.5073662996292114,market_proxy,-0.030534575006357034,-1,1,0,0,0.030534575006357034,0.7719758538486045,0.7079893823779873,0.0639864714706172
